Color,Size,Flavor,Packaging Type,Quantity
35,2,10,Box,2156.0
38,1,7,Box,2155.0
33,3,7,Box,2155.0
28,5,4,Box,2137.5
18,5,3,Box,2137.5
28,5,3,Box,2132.779999999999
18,1,4,Box,2125.0
22,4,7,Box,2112.5
8,4,8,Box,2102.5
21,2,12,Box,2080.0
8,3,7,Box,2080.0
39,5,7,Box,2077.5
23,1,5,Box,2072.5
32,2,4,Box,2067.5
22,1,4,Box,2067.5
4,3,10,Box,2065.0
18,3,6,Box,2055.0
13,3,7,Box,2052.5
32,2,8,Box,2045.0400000000009
8,2,2,Box,2045.0
39,4,2,Box,2027.5
28,1,10,Box,2015.0
15,5,8,Box,2002.5
24,3,6,Box,1990.0
24,2,6,Box,1982.5
6,3,3,Box,1982.5
33,4,8,Box,1977.5
39,4,5,Box,1972.5
8,5,7,Box,1970.0
22,4,11,Box,1962.5
39,4,4,Box,1957.5
24,5,7,Box,1957.5
10,4,8,Box,1956.920000000002
25,5,10,Box,1955.0
6,2,12,Box,1950.0
4,4,9,Box,1945.0
20,5,6,Box,1925.0
3,5,8,Box,1917.5
33,3,9,Box,1916.3648648648668
18,1,9,Box,1905.0
10,5,6,Box,1892.5
32,2,5,Box,1890.0
7,1,10,Box,1888.0263157894733
18,1,11,Box,1885.0
18,4,6,Box,1872.5
16,5,11,Box,1865.0
22,2,6,Box,1855.0
3,5,4,Box,1842.5
35,1,11,Box,1807.5
8,5,10,Box,1807.5
9,1,8,Box,1805.0
8,1,5,Box,1792.5
32,2,7,Box,1767.5
6,3,11,Box,1760.0
4,3,6,Box,1760.0
28,3,4,Box,1745.0
38,2,6,Box,1742.5
24,3,9,Box,1732.5
38,5,6,Box,1726.857142857145
13,5,9,Box,1720.0
7,3,2,Box,1720.0
8,2,5,Box,1712.5
4,2,8,Box,1710.0
7,3,7,Box,1707.5
39,2,2,Box,1705.0
15,2,7,Box,1704.0
8,2,3,Box,1700.0
33,1,7,Box,1695.0
28,4,5,Box,1687.5
23,1,6,Box,1682.5
21,3,11,Box,1682.5
6,3,1,Box,1682.5
28,3,10,Box,1680.0
6,5,2,Box,1675.0
33,3,8,Box,1672.5
16,3,10,Box,1670.0
19,1,10,Box,1650.0
38,2,11,Box,1642.5
8,3,6,Box,1632.5
9,1,6,Box,1622.5
25,4,7,Box,1605.0
10,5,5,Box,1602.5
4,3,7,Box,1602.5
22,2,7,Box,1592.5
25,3,9,Box,1577.5
6,5,5,Box,1560.0
39,5,9,Box,1547.5
36,2,4,Box,1512.7799999999988
12,2,8,Box,1510.0
10,4,6,Box,1507.5
25,2,11,Box,1501.5
21,2,11,Box,1500.0
21,3,9,Box,1495.0
8,2,8,Box,1495.0
28,3,6,Box,1490.0
38,2,8,Box,1485.0
12,2,7,Box,1485.0
3,2,8,Box,1472.5
20,5,5,Box,1470.0
7,2,11,Box,1465.0
36,2,9,Box,1457.5
38,5,9,Box,1440.0
18,3,11,Box,1435.0
9,5,6,Box,1435.0
20,5,9,Box,1432.5
7,4,11,Box,1420.0
6,5,3,Box,1412.5
39,5,6,Box,1407.5
6,3,6,Box,1407.5
38,4,9,Box,1400.0
18,1,8,Box,1385.0
22,1,7,Box,1380.0
18,5,7,Box,1380.0
33,1,4,Box,1352.6081081081065
22,1,11,Box,1347.5
15,3,12,Box,1345.0
12,3,9,Box,1332.5
32,4,4,Box,1321.3799999999974
35,4,5,Box,1305.0
19,2,9,Box,1302.5
6,1,5,Box,1295.0
38,2,5,Box,1280.0
19,3,8,Box,1272.5
21,1,10,Box,1265.0
36,1,8,Box,1255.0
38,4,7,Box,1252.9999999999927
20,5,4,Box,1242.5
7,5,6,Box,1230.0
36,2,6,Box,1225.0
14,5,7,Box,1225.0
39,2,10,Box,1217.5
24,2,7,Box,1215.0
19,4,12,Box,1215.0
8,4,5,Box,1210.0
38,5,7,Box,1197.5
6,5,4,Box,1190.0
28,5,9,Box,1187.5
6,1,7,Box,1185.0
39,1,8,Box,1180.0
6,4,7,Box,1180.0
21,1,11,Box,1162.5
28,5,6,Box,1157.5
38,5,8,Box,1142.5
21,4,12,Box,1135.0
10,5,9,Box,1135.0
39,5,11,Box,1115.0
39,4,7,Box,1112.5
33,5,7,Box,1105.0
9,5,7,Box,1100.0
14,3,5,Box,1095.0
18,5,8,Box,1075.0
35,1,9,Box,1072.5
9,5,8,Box,1055.0
36,3,7,Box,984.6999999999971
6,2,9,Box,970.0
23,1,7,Box,957.5
33,1,5,Box,952.5
4,3,11,Box,942.5
22,3,8,Box,940.0
16,2,10,Box,935.0
28,3,11,Box,908.25
8,3,5,Box,900.0
23,3,3,Box,881.2099999999991
33,1,8,Box,845.1300000000047
16,2,11,Box,840.0
14,4,7,Box,839.869999999999
25,1,10,Box,802.5
37,2,10,Box,754.0999999999985
3,2,6,Box,725.0
22,3,9,Box,698.256756756753
19,3,7,Box,690.0
19,2,7,Box,672.5
28,2,8,Box,665.0
25,4,10,Box,652.6999999999971
10,5,4,Box,486.0
4,1,7,Box,403.5
18,3,2,Box,383.7692307692196
20,3,10,Box,327.8199999999997
4,2,5,Box,326.0
18,4,10,Box,321.1100000000006
15,4,4,Box,317.5
23,5,6,Box,215.94000000000233
25,1,11,Box,170.1999999999971
15,3,10,Box,163.41891891890555
7,4,6,Box,126.5
19,5,6,Box,76.5
