Color,Size,Flavor,Packaging Type,Quantity
17,3,1,Box,1520.0
2,1,6,Box,1515.0
40,4,7,Box,1505.0
8,3,11,Box,1470.0
29,3,7,Box,1467.5
17,4,10,Box,1462.5
2,4,5,Box,1447.5
34,3,2,Box,1440.0
26,5,3,Box,1440.0
1,3,8,Box,1435.0
1,2,1,Box,1422.5
1,4,12,Box,1375.0
27,4,6,Box,1365.0
29,4,11,Box,1355.0
27,4,5,Box,1350.0
34,5,3,Box,1342.5
26,3,10,Box,1330.0
40,4,9,Box,1327.5
29,2,2,Box,1327.5
1,2,5,Box,1290.0
40,5,10,Box,1282.5
31,4,12,Box,1275.0
17,4,9,Box,1272.5
6,4,11,Box,1260.0
31,2,5,Box,1255.0
27,1,8,Box,1255.0
2,3,7,Box,1252.5
5,1,10,Box,1245.0
1,1,8,Box,1242.5
34,2,2,Box,1237.5
5,2,3,Box,1235.0
31,2,10,Box,1232.5
34,5,4,Box,1220.0
30,5,12,Box,1220.0
15,2,12,Box,1210.0
5,3,3,Box,1201.3999999999978
1,2,7,Box,1197.5
27,5,12,Box,1180.0
1,1,12,Box,1172.5
5,2,7,Box,1170.0
26,2,11,Box,1140.0
29,2,12,Box,1127.5
26,4,10,Box,1125.0
26,2,10,Box,1122.5
34,5,9,Box,1117.5
5,5,1,Box,1112.5
2,1,8,Box,1110.0
2,1,4,Box,1052.5
34,2,3,Box,1047.5
17,2,8,Box,1032.5
31,3,12,Box,1020.0
5,4,7,Box,1020.0
31,5,7,Box,1017.5
15,2,11,Box,1015.0
15,4,12,Box,992.5
11,5,9,Box,945.0
34,1,11,Box,922.5
2,4,4,Box,885.0
14,3,8,Box,880.619999999999
31,4,9,Box,865.0
40,5,7,Box,792.1500000000015
27,1,7,Box,778.5
17,1,5,Box,725.524390243896
2,1,7,Box,690.0
5,5,5,Box,590.0
15,5,9,Box,334.3000000000029
